id,species,date,total_mgdmper_ind_per_species_per_date,prey_taxon,X,loc,sample,method,length_mm,total,notes,number,prey_mg_dm,mg_diet_dm
1003,spotfin,6/23/2017,1.42,coleo_ad,3,below,lavage,lavage,61,2,NA,0,0.71,0
1003,spotfin,6/23/2017,1.42,mayfly,3,below,lavage,lavage,61,2,NA,0,0.71,0
1003,spotfin,6/23/2017,1.42,seed,3,below,lavage,lavage,61,2,NA,0,0.71,0
1003,spotfin,6/23/2017,1.42,chiro_a,3,below,lavage,lavage,61,2,NA,0,0.99,0
1003,spotfin,6/23/2017,1.42,sciaridae,3,below,lavage,lavage,61,2,NA,1,0.71,0.71
1003,spotfin,6/23/2017,1.42,ostracod,3,below,lavage,lavage,61,2,NA,0,0.355,0
1003,spotfin,6/23/2017,1.42,chiro_p,3,below,lavage,lavage,61,2,NA,0,0.85,0
1003,spotfin,6/23/2017,1.42,coleo_l,3,below,lavage,lavage,61,2,NA,0,0.71,0
1003,spotfin,6/23/2017,1.42,zoop,3,below,lavage,lavage,61,2,NA,0,0.001,0
1003,spotfin,6/23/2017,1.42,terr_hymen,3,below,lavage,lavage,61,2,NA,0,0.71,0
1003,spotfin,6/23/2017,1.42,copepod,3,below,lavage,lavage,61,2,NA,0,0.42,0
1003,spotfin,6/23/2017,1.42,corixid,3,below,lavage,lavage,61,2,NA,0,0.01,0
1003,spotfin,6/23/2017,1.42,fish_yoy,3,below,lavage,lavage,61,2,NA,0,900,0
1003,spotfin,6/23/2017,1.42,unk_ins,3,below,lavage,lavage,61,2,NA,1,0.71,0.71
1003,spotfin,6/23/2017,1.42,spider,3,below,lavage,lavage,61,2,NA,0,0.71,0
1003,spotfin,6/23/2017,1.42,terr_hemip,3,below,lavage,lavage,61,2,NA,0,0.71,0
1003,spotfin,6/23/2017,1.42,springtail,3,below,lavage,lavage,61,2,NA,0,0.42,0
1003,spotfin,6/23/2017,1.42,chiro_l,3,below,lavage,lavage,61,2,NA,0,1.04,0
1004,bluegill,6/23/2017,7.293,coleo_ad,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,seed,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,chiro_p,4,below,lavage,lavage,47,11,NA,0,0.85,0
1004,bluegill,6/23/2017,7.293,sciaridae,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,coleo_l,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,chiro_a,4,below,lavage,lavage,47,11,NA,0,0.99,0
1004,bluegill,6/23/2017,7.293,copepod,4,below,lavage,lavage,47,11,NA,0,0.42,0
1004,bluegill,6/23/2017,7.293,terr_hymen,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,corixid,4,below,lavage,lavage,47,11,NA,1,0.01,0.01
1004,bluegill,6/23/2017,7.293,springtail,4,below,lavage,lavage,47,11,NA,0,0.42,0
1004,bluegill,6/23/2017,7.293,terr_hemip,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,ostracod,4,below,lavage,lavage,47,11,NA,0,0.355,0
1004,bluegill,6/23/2017,7.293,unk_ins,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,mayfly,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,zoop,4,below,lavage,lavage,47,11,NA,3,0.001,0.003
1004,bluegill,6/23/2017,7.293,fish_yoy,4,below,lavage,lavage,47,11,NA,0,900,0
1004,bluegill,6/23/2017,7.293,spider,4,below,lavage,lavage,47,11,NA,0,0.71,0
1004,bluegill,6/23/2017,7.293,chiro_l,4,below,lavage,lavage,47,11,NA,7,1.04,7.28
1005,bluegill,6/23/2017,907.321,chiro_p,5,below,lavage,lavage,56,34,NA,0,0.85,0
1005,bluegill,6/23/2017,907.321,sciaridae,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,unk_ins,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,copepod,5,below,lavage,lavage,56,34,NA,2,0.42,0.84
1005,bluegill,6/23/2017,907.321,zoop,5,below,lavage,lavage,56,34,NA,1,0.001,0.001
1005,bluegill,6/23/2017,907.321,seed,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,corixid,5,below,lavage,lavage,56,34,NA,24,0.01,0.24
1005,bluegill,6/23/2017,907.321,terr_hymen,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,ostracod,5,below,lavage,lavage,56,34,NA,0,0.355,0
1005,bluegill,6/23/2017,907.321,chiro_a,5,below,lavage,lavage,56,34,NA,0,0.99,0
1005,bluegill,6/23/2017,907.321,chiro_l,5,below,lavage,lavage,56,34,NA,6,1.04,6.24
1005,bluegill,6/23/2017,907.321,coleo_ad,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,springtail,5,below,lavage,lavage,56,34,NA,0,0.42,0
1005,bluegill,6/23/2017,907.321,coleo_l,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,spider,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,fish_yoy,5,below,lavage,lavage,56,34,NA,1,900,900
1005,bluegill,6/23/2017,907.321,terr_hemip,5,below,lavage,lavage,56,34,NA,0,0.71,0
1005,bluegill,6/23/2017,907.321,mayfly,5,below,lavage,lavage,56,34,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,seed,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,sciaridae,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,copepod,6,NA,lavage,lavage,54,12,NA,0,0.42,0
1006,largemouth,6/23/2017,900.101,corixid,6,NA,lavage,lavage,54,12,NA,10,0.01,0.1
1006,largemouth,6/23/2017,900.101,fish_yoy,6,NA,lavage,lavage,54,12,NA,1,900,900
1006,largemouth,6/23/2017,900.101,zoop,6,NA,lavage,lavage,54,12,NA,1,0.001,0.001
1006,largemouth,6/23/2017,900.101,chiro_a,6,NA,lavage,lavage,54,12,NA,0,0.99,0
1006,largemouth,6/23/2017,900.101,chiro_p,6,NA,lavage,lavage,54,12,NA,0,0.85,0
1006,largemouth,6/23/2017,900.101,springtail,6,NA,lavage,lavage,54,12,NA,0,0.42,0
1006,largemouth,6/23/2017,900.101,coleo_l,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,ostracod,6,NA,lavage,lavage,54,12,NA,0,0.355,0
1006,largemouth,6/23/2017,900.101,unk_ins,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,terr_hemip,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,mayfly,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,terr_hymen,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,coleo_ad,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,spider,6,NA,lavage,lavage,54,12,NA,0,0.71,0
1006,largemouth,6/23/2017,900.101,chiro_l,6,NA,lavage,lavage,54,12,NA,0,1.04,0
1007,largemouth,6/23/2017,0.57,corixid,7,below,lavage,lavage,47,16,NA,15,0.01,0.15
1007,largemouth,6/23/2017,0.57,unk_ins,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,chiro_p,7,below,lavage,lavage,47,16,NA,0,0.85,0
1007,largemouth,6/23/2017,0.57,copepod,7,below,lavage,lavage,47,16,NA,0,0.42,0
1007,largemouth,6/23/2017,0.57,coleo_l,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,terr_hymen,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,sciaridae,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,fish_yoy,7,below,lavage,lavage,47,16,NA,0,900,0
1007,largemouth,6/23/2017,0.57,spider,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,springtail,7,below,lavage,lavage,47,16,NA,1,0.42,0.42
1007,largemouth,6/23/2017,0.57,zoop,7,below,lavage,lavage,47,16,NA,0,0.001,0
1007,largemouth,6/23/2017,0.57,seed,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,coleo_ad,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,ostracod,7,below,lavage,lavage,47,16,NA,0,0.355,0
1007,largemouth,6/23/2017,0.57,mayfly,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,chiro_a,7,below,lavage,lavage,47,16,NA,0,0.99,0
1007,largemouth,6/23/2017,0.57,terr_hemip,7,below,lavage,lavage,47,16,NA,0,0.71,0
1007,largemouth,6/23/2017,0.57,chiro_l,7,below,lavage,lavage,47,16,NA,0,1.04,0
1008,spotfin,6/23/2017,0.99,chiro_p,8,above,lavage,lavage,64,1,NA,0,0.85,0
1008,spotfin,6/23/2017,0.99,unk_ins,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,corixid,8,above,lavage,lavage,64,1,NA,0,0.01,0
1008,spotfin,6/23/2017,0.99,terr_hymen,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,sciaridae,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,springtail,8,above,lavage,lavage,64,1,NA,0,0.42,0
1008,spotfin,6/23/2017,0.99,copepod,8,above,lavage,lavage,64,1,NA,0,0.42,0
1008,spotfin,6/23/2017,0.99,coleo_ad,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,chiro_l,8,above,lavage,lavage,64,1,NA,0,1.04,0
1008,spotfin,6/23/2017,0.99,ostracod,8,above,lavage,lavage,64,1,NA,0,0.355,0
1008,spotfin,6/23/2017,0.99,coleo_l,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,zoop,8,above,lavage,lavage,64,1,NA,0,0.001,0
1008,spotfin,6/23/2017,0.99,spider,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,mayfly,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,fish_yoy,8,above,lavage,lavage,64,1,NA,0,900,0
1008,spotfin,6/23/2017,0.99,seed,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,terr_hemip,8,above,lavage,lavage,64,1,NA,0,0.71,0
1008,spotfin,6/23/2017,0.99,chiro_a,8,above,lavage,lavage,64,1,NA,1,0.99,0.99
1009,bluegill,6/23/2017,4.09,sciaridae,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,fish_yoy,9,below,lavage,lavage,55,16,NA,0,900,0
1009,bluegill,6/23/2017,4.09,corixid,9,below,lavage,lavage,55,16,NA,12,0.01,0.12
1009,bluegill,6/23/2017,4.09,zoop,9,below,lavage,lavage,55,16,NA,0,0.001,0
1009,bluegill,6/23/2017,4.09,terr_hymen,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,spider,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,ostracod,9,below,lavage,lavage,55,16,NA,0,0.355,0
1009,bluegill,6/23/2017,4.09,springtail,9,below,lavage,lavage,55,16,NA,0,0.42,0
1009,bluegill,6/23/2017,4.09,chiro_l,9,below,lavage,lavage,55,16,NA,3,1.04,3.12
1009,bluegill,6/23/2017,4.09,unk_ins,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,chiro_p,9,below,lavage,lavage,55,16,NA,1,0.85,0.85
1009,bluegill,6/23/2017,4.09,mayfly,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,copepod,9,below,lavage,lavage,55,16,NA,0,0.42,0
1009,bluegill,6/23/2017,4.09,coleo_l,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,terr_hemip,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,seed,9,below,lavage,lavage,55,16,NA,0,0.71,0
1009,bluegill,6/23/2017,4.09,chiro_a,9,below,lavage,lavage,55,16,NA,0,0.99,0
1009,bluegill,6/23/2017,4.09,coleo_ad,9,below,lavage,lavage,55,16,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,terr_hymen,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,corixid,10,below,lavage,lavage,73,60,NA,31,0.01,0.31
1010,bluegill,6/23/2017,7.88,sciaridae,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,springtail,10,below,lavage,lavage,73,60,NA,1,0.42,0.42
1010,bluegill,6/23/2017,7.88,coleo_ad,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,terr_hemip,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,chiro_p,10,below,lavage,lavage,73,60,NA,3,0.85,2.55
1010,bluegill,6/23/2017,7.88,zoop,10,below,lavage,lavage,73,60,NA,20,0.001,0.02
1010,bluegill,6/23/2017,7.88,chiro_l,10,below,lavage,lavage,73,60,NA,4,1.04,4.16
1010,bluegill,6/23/2017,7.88,coleo_l,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,fish_yoy,10,below,lavage,lavage,73,60,NA,0,900,0
1010,bluegill,6/23/2017,7.88,chiro_a,10,below,lavage,lavage,73,60,NA,0,0.99,0
1010,bluegill,6/23/2017,7.88,mayfly,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,unk_ins,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,ostracod,10,below,lavage,lavage,73,60,NA,0,0.355,0
1010,bluegill,6/23/2017,7.88,copepod,10,below,lavage,lavage,73,60,NA,1,0.42,0.42
1010,bluegill,6/23/2017,7.88,seed,10,below,lavage,lavage,73,60,NA,0,0.71,0
1010,bluegill,6/23/2017,7.88,spider,10,below,lavage,lavage,73,60,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,coleo_ad,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,chiro_a,11,above,gut+lavage,lavage,61,45,NA,0,0.99,0
1011,bluegill,6/23/2017,20.851,chiro_p,11,above,gut+lavage,lavage,61,45,NA,1,0.85,0.85
1011,bluegill,6/23/2017,20.851,spider,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,coleo_l,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,unk_ins,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,zoop,11,above,gut+lavage,lavage,61,45,NA,1,0.001,0.001
1011,bluegill,6/23/2017,20.851,seed,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,sciaridae,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,ostracod,11,above,gut+lavage,lavage,61,45,NA,0,0.355,0
1011,bluegill,6/23/2017,20.851,terr_hemip,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,copepod,11,above,gut+lavage,lavage,61,45,NA,0,0.42,0
1011,bluegill,6/23/2017,20.851,fish_yoy,11,above,gut+lavage,lavage,61,45,NA,0,900,0
1011,bluegill,6/23/2017,20.851,chiro_l,11,above,gut+lavage,lavage,61,45,NA,19,1.04,19.76
1011,bluegill,6/23/2017,20.851,springtail,11,above,gut+lavage,lavage,61,45,NA,0,0.42,0
1011,bluegill,6/23/2017,20.851,terr_hymen,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1011,bluegill,6/23/2017,20.851,corixid,11,above,gut+lavage,lavage,61,45,NA,24,0.01,0.24
1011,bluegill,6/23/2017,20.851,mayfly,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,sciaridae,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,terr_hymen,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,ostracod,12,below,lavage,lavage,53,9,NA,0,0.355,0
1012,bluegill,6/23/2017,3.251,terr_hemip,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,coleo_l,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,chiro_l,12,below,lavage,lavage,53,9,NA,2,1.04,2.08
1012,bluegill,6/23/2017,3.251,copepod,12,below,lavage,lavage,53,9,NA,1,0.42,0.42
1012,bluegill,6/23/2017,3.251,corixid,12,below,lavage,lavage,53,9,NA,4,0.01,0.04
1012,bluegill,6/23/2017,3.251,mayfly,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,chiro_p,12,below,lavage,lavage,53,9,NA,0,0.85,0
1012,bluegill,6/23/2017,3.251,springtail,12,below,lavage,lavage,53,9,NA,0,0.42,0
1012,bluegill,6/23/2017,3.251,chiro_a,12,below,lavage,lavage,53,9,NA,0,0.99,0
1012,bluegill,6/23/2017,3.251,fish_yoy,12,below,lavage,lavage,53,9,NA,0,900,0
1012,bluegill,6/23/2017,3.251,spider,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,coleo_ad,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,seed,12,below,lavage,lavage,53,9,NA,0,0.71,0
1012,bluegill,6/23/2017,3.251,unk_ins,12,below,lavage,lavage,53,9,NA,1,0.71,0.71
1012,bluegill,6/23/2017,3.251,zoop,12,below,lavage,lavage,53,9,NA,1,0.001,0.001
1013,spotfin,6/13/2017,10.34,coleo_l,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,terr_hemip,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,chiro_a,13,below,gut,dissection,57,43,NA,0,0.99,0
1013,spotfin,6/13/2017,10.34,ostracod,13,below,gut,dissection,57,43,NA,0,0.355,0
1013,spotfin,6/13/2017,10.34,fish_yoy,13,below,gut,dissection,57,43,NA,0,900,0
1013,spotfin,6/13/2017,10.34,chiro_l,13,below,gut,dissection,57,43,NA,5,1.04,5.2
1013,spotfin,6/13/2017,10.34,seed,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,chiro_p,13,below,gut,dissection,57,43,NA,4,0.85,3.4
1013,spotfin,6/13/2017,10.34,spider,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,corixid,13,below,gut,dissection,57,43,NA,32,0.01,0.32
1013,spotfin,6/13/2017,10.34,mayfly,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,copepod,13,below,gut,dissection,57,43,NA,0,0.42,0
1013,spotfin,6/13/2017,10.34,sciaridae,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,springtail,13,below,gut,dissection,57,43,NA,0,0.42,0
1013,spotfin,6/13/2017,10.34,zoop,13,below,gut,dissection,57,43,NA,0,0.001,0
1013,spotfin,6/13/2017,10.34,coleo_ad,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,terr_hymen,13,below,gut,dissection,57,43,NA,0,0.71,0
1013,spotfin,6/13/2017,10.34,unk_ins,13,below,gut,dissection,57,43,NA,2,0.71,1.42
1014,spotfin,6/13/2017,2,coleo_l,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,chiro_a,14,below,gut,dissection,59,5,NA,2,0.99,1.98
1014,spotfin,6/13/2017,2,zoop,14,below,gut,dissection,59,5,NA,0,0.001,0
1014,spotfin,6/13/2017,2,terr_hemip,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,fish_yoy,14,below,gut,dissection,59,5,NA,0,900,0
1014,spotfin,6/13/2017,2,ostracod,14,below,gut,dissection,59,5,NA,0,0.355,0
1014,spotfin,6/13/2017,2,unk_ins,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,coleo_ad,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,spider,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,seed,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,springtail,14,below,gut,dissection,59,5,NA,0,0.42,0
1014,spotfin,6/13/2017,2,copepod,14,below,gut,dissection,59,5,NA,0,0.42,0
1014,spotfin,6/13/2017,2,chiro_p,14,below,gut,dissection,59,5,NA,0,0.85,0
1014,spotfin,6/13/2017,2,chiro_l,14,below,gut,dissection,59,5,NA,0,1.04,0
1014,spotfin,6/13/2017,2,sciaridae,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,terr_hymen,14,below,gut,dissection,59,5,NA,0,0.71,0
1014,spotfin,6/13/2017,2,corixid,14,below,gut,dissection,59,5,NA,2,0.01,0.02
1014,spotfin,6/13/2017,2,mayfly,14,below,gut,dissection,59,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,terr_hemip,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,coleo_l,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,coleo_ad,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,seed,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,chiro_a,15,below,lavage,lavage,54,5,NA,0,0.99,0
1015,bluegill,6/28/2017,3.14,ostracod,15,below,lavage,lavage,54,5,NA,0,0.355,0
1015,bluegill,6/28/2017,3.14,chiro_l,15,below,lavage,lavage,54,5,NA,3,1.04,3.12
1015,bluegill,6/28/2017,3.14,chiro_p,15,below,lavage,lavage,54,5,NA,0,0.85,0
1015,bluegill,6/28/2017,3.14,spider,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,zoop,15,below,lavage,lavage,54,5,NA,0,0.001,0
1015,bluegill,6/28/2017,3.14,copepod,15,below,lavage,lavage,54,5,NA,0,0.42,0
1015,bluegill,6/28/2017,3.14,fish_yoy,15,below,lavage,lavage,54,5,NA,0,900,0
1015,bluegill,6/28/2017,3.14,corixid,15,below,lavage,lavage,54,5,NA,2,0.01,0.02
1015,bluegill,6/28/2017,3.14,mayfly,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,unk_ins,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,springtail,15,below,lavage,lavage,54,5,NA,0,0.42,0
